,Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company,Company_real
2438,Samsung GT-i8150 Galaxy W (Samsung Ancora),2011-10-01,2011,2439,0.249977111,0.062079576,0.699863138,0.143884892,0.154471545,0.380952381,0.14324693,0.273770492,0.034637588,0.007387106,0.011206897,0.524230187,Samsung,Samsung
2439,Samsung GT-i8350 Omnia W,2011-10-01,2011,2440,0.249977111,0.125838031,0.699863138,0.143884892,0.154471545,0.380952381,0.142701228,0.274467213,0.030788967,0.006466394,0.011918103,0.524230187,Samsung,Samsung
2440,Samsung GT-i9220 Galaxy Note 16GB,2011-10-01,2011,2441,0.499984741,0.249999232,0.699863138,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034,0.60676426,Samsung,Samsung
2441,Samsung GT-i9220 Galaxy Note 32GB,2011-10-01,2011,2442,0.499984741,0.499999488,0.699863138,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034,0.60676426,Samsung,Samsung
2442,Samsung GT-N7000 / GT-N7000B Galaxy Note 16GB,2011-10-01,2011,2443,0.499984741,0.250005786,0.699863138,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034,0.60676426,Samsung,Samsung
2443,Samsung GT-N7000 Galaxy Note 32GB,2011-10-01,2011,2444,0.499984741,0.499999488,0.699863138,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.025431034,0.60676426,Samsung,Samsung
2444,Samsung GT-P7560 Galaxy Tab 7.0 Plus 16GB,2011-10-01,2011,2445,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.510641201,0.300696721,0.024759461,0.041089438,0.061422414,0.315497224,Samsung,Samsung
2445,Samsung GT-P7560 Galaxy Tab 7.0 Plus 32GB,2011-10-01,2011,2446,0.499984741,0.499999488,0.599817517,0.381294964,0.375609756,0.281746032,0.510641201,0.300696721,0.024759461,0.041089438,0.061422414,0.315497224,Samsung,Samsung
2446,Samsung GT-S5360 Galaxy Y,2011-10-01,2011,2447,0.187475204,0.008388246,0.416233803,0.09352518,0.056910569,0.142857143,0.140518417,0.225409836,0.034637588,0.008479113,0.008081897,0.276375568,Samsung,Samsung
2447,Samsung GT-S5690 Galaxy Xcover / Xtreme,2011-10-01,2011,2448,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.16207367,0.297131148,0.037524054,0.011048541,0.016271552,0.286976275,Samsung,Samsung
2448,Samsung SCH-i405 Stratosphere 4G (Samsung Aegis),2011-10-01,2011,2449,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.158253752,0.31557377,0.050673509,0.014924095,0.02262931,0.474255427,Samsung,Samsung
2449,Samsung SGH-i777 Galaxy S II (Samsung Singa),2011-10-01,2011,2450,0.499984741,0.249999232,0.599817517,0.18705036,0.154471545,0.380952381,0.162346521,0.31557377,0.017896087,0.006380746,0.013362069,0.439172135,Samsung,Samsung
2450,Samsung SGH-T989D Galaxy S II X (Samsung Hercules),2011-10-01,2011,2451,0.499984741,0.255032794,0.749885948,0.201438849,0.154471545,0.380952381,0.165893588,0.336065574,0.021167415,0.008307817,0.016163793,0.408884402,Samsung,Samsung
2451,Samsung SHV-E110S Galaxy S II LTE (Samsung Celox),2011-10-01,2011,2452,0.499984741,0.250005786,0.749885948,0.201438849,0.154471545,0.380952381,0.17053206,0.331967213,0.031430404,0.011690898,0.015193966,0.412670369,Samsung,Samsung
2452,Samsung YP-GS1CB / YP-GS1CW / Galaxy Player 3.6 / Galaxy S WiFi 3.6 8GB ,2011-10-01,2011,2453,0.249977111,0.125838031,0.499771896,0.136690647,0.089430894,0.222222222,0.152523874,0.274180328,0.022771007,0.005502858,0.010581897,0.286976275,Samsung,Samsung
2453,Samsung YP-GS1EB / YP-GS1EW Galaxy Player 3.6 16GB ,2011-10-01,2011,2454,0.249977111,0.249999232,0.499771896,0.136690647,0.089430894,0.222222222,0.152523874,0.274180328,0.022771007,0.005502858,0.010581897,0.286976275,Samsung,Samsung
2454,Sony Ericsson Xperia Neo V MT11 / MT11i,2011-10-01,2011,2455,0.249977111,0.016777517,0.499771896,0.143884892,0.154471545,0.407738095,0.137789905,0.274590164,0.04425914,0.008971586,0.014224138,0.556032307,Sony Ericsson,Sony Ericsson
2455,T-Mobile HTC Amaze 4G (HTC Ruby),2011-10-01,2011,2456,0.499984741,0.250005786,0.749885948,0.18705036,0.178861789,0.46031746,0.160982265,0.329918033,0.035920462,0.011797957,0.024353448,0.538869258,T-Mobile,T-Mobile
2456,T-Mobile Rapport (Huawei Gaga),2011-10-01,2011,2457,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.135061392,0.225409836,0.04425914,0.006766161,0.007543103,0.249116608,T-Mobile,T-Mobile
2457,T-Mobile Samsung SGH-T989 Galaxy S II (Samsung Hercules),2011-10-01,2011,2458,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.169986357,0.330737705,0.021167415,0.008521936,0.016163793,0.408884402,T-Mobile,T-Mobile
2458,Toshiba Regza Tablet AT3S0 35D,2011-10-01,2011,2459,0.499984741,0.488280726,0.499771896,0.381294964,0.479674797,0.380952381,0.331514325,0.573770492,0.038486209,0.053229985,0.06875,0.431600202,Toshiba,Toshiba Corporation
2459,ViewSonic ViewPad 10e,2011-10-01,2011,2460,0.249977111,0.062079576,0.499771896,0.575539568,0.375609756,0.365079365,0.641473397,0.572131148,0.019243105,0.079331092,0.120689655,0.22160525,ViewSonic,ViewSonic
2460,ViewSonic ViewPad 7e,2011-10-01,2011,2461,0.499984741,0.062079576,0.499771896,0.381294964,0.203252033,0.380952381,0.506139154,0.336065574,0.051314945,0.066483952,0.084051724,0.248107017,ViewSonic,ViewSonic
2461,Xiaomi Mi-One / MI-1,2011-10-01,2011,2462,0.499984741,0.062079576,0.749885948,0.165467626,0.306504065,0.222222222,0.154160982,0.31147541,0.037203335,0.010620303,0.019181034,0.509843513,Xiaomi,Xiaomi Inc
2462,ZTE Tureis,2011-10-01,2011,2463,0.124973296,0.008388246,0.399726275,0.064748201,0.089430894,0.103174603,0.154706685,0.258196721,0.036561899,0.008436289,0.014224138,0.276375568,ZTE,ZTE
2463,Acer Liquid Express E320 (Acer C6),2011-11-01,2011,2464,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.148158254,0.270491803,0.046824888,0.010620303,0.016810345,0.30338213,Acer,Acer
2464,Amazon Kindle Fire,2011-11-01,2011,2465,0.249977111,0.12465829,0.499771896,0.381294964,0.375609756,0.281746032,0.500682128,0.290983607,0.033996151,0.048861957,0.072198276,0.431600202,Amazon,Amazon
2465,BN NOOK Tablet 16GB,2011-11-01,2011,2466,0.499984741,0.249999232,0.499771896,0.381294964,0.375609756,0.281746032,0.328785812,0.643442623,0.039127646,0.047341713,0.032758621,0.309692075,BN,Barnes & Noble
2466,HTC Raider 4G (HTC Holiday),2011-11-01,2011,2467,0.499984741,0.249999232,0.749885948,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.033162284,0.011391131,0.02237069,0.505805149,HTC,HTC
2467,HTC Vivid (HTC Holiday),2011-11-01,2011,2468,0.499984741,0.249999232,0.599817517,0.201438849,0.178861789,0.46031746,0.165075034,0.32704918,0.035920462,0.012183372,0.025215517,0.505805149,HTC,HTC
2468,Lenovo IdeaPad Tablet A1 WiFi 16GB,2011-11-01,2011,2469,0.249977111,0.249999232,0.499771896,0.381294964,0.375609756,0.281746032,0.514324693,0.31147541,0.037524054,0.052930219,0.073275862,0.315497224,Lenovo,Lenovo
2469,Lenovo IdeaPad Tablet A1 WiFi 2GB,2011-11-01,2011,2470,0.249977111,0.031878203,0.499771896,0.381294964,0.375609756,0.281746032,0.514324693,0.31147541,0.037524054,0.193627818,0.073275862,0.229177183,Lenovo,Lenovo
2470,Lenovo S2 16GB,2011-11-01,2011,2471,0.499984741,0.249999232,0.699863138,0.151079137,0.154471545,0.380952381,0.145975443,0.299180328,0.030788967,0.007644049,0.014008621,0.510853104,Lenovo,Lenovo
2471,LG C729 DoublePlay ,2011-11-01,2011,2472,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.156889495,0.299180328,0.063502245,0.013104083,0.028663793,0.560070671,LG,LG Electronics
2472,LG P935 Optimus 4G LTE / P930,2011-11-01,2011,2473,0.499984741,0.031878203,0.749885948,0.201438849,0.25203252,0.619047619,0.167530696,0.34795082,0.028094933,0.010962893,0.016163793,0.711761736,LG,LG Electronics
2473,Motorola Atrix 2 ME865 / MB865 (Motorola Edison),2011-11-01,2011,2474,0.499984741,0.125018766,0.499771896,0.18705036,0.178861789,0.46031746,0.162346521,0.315163934,0.027581783,0.009057234,0.01875,0.535840485,Motorola,Motorola
2474,Motorola DROID RAZR XT912 (Motorola Spyder),2011-11-01,2011,2475,0.499984741,0.249999232,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.006414368,0.004239556,0.014224138,0.535840485,Motorola,Motorola
2475,Motorola Pro+ 4G MB632 (Motorola Elway Plus),2011-11-01,2011,2476,0.249977111,0.062079576,0.499771896,0.100719424,0.154471545,0.301587302,0.151432469,0.288934426,0.035599743,0.008436289,0.015948276,0.356133266,Motorola,Motorola
2476,Motorola XOOM2 Media Edition WiFi MZ607 32GB / XOOM 2 ME,2011-11-01,2011,2477,0.499984741,0.499999488,0.599817517,0.467625899,0.447154472,0.380952381,0.571623465,0.372131148,0.018537524,0.048690662,0.070258621,0.352347299,Motorola,Motorola
2477,Nokia 603,2011-11-01,2011,2478,0.249977111,0.016777517,0.499771896,0.129496403,0.105691057,0.301587302,0.138062756,0.264344262,0.04233483,0.008179346,0.010689655,0.416961131,Nokia,Nokia Corporation
2478,Nokia Lumia 710  (Nokia Sabre),2011-11-01,2011,2479,0.249977111,0.008388246,0.699863138,0.143884892,0.154471545,0.380952381,0.152523874,0.286885246,0.040923669,0.010406184,0.014116379,0.524230187,Nokia,Nokia Corporation
2479,Nokia Lumia 800  (Nokia Sea Ray),2011-11-01,2011,2480,0.249977111,0.008388246,0.699863138,0.143884892,0.154471545,0.380952381,0.149249659,0.276639344,0.038486209,0.009035822,0.017672414,0.524230187,Nokia,Nokia Corporation
2480,NTT DoCoMo LG Optimus LTE L-01D,2011-11-01,2011,2481,0.499984741,0.060624562,0.749885948,0.201438849,0.25203252,0.619047619,0.167530696,0.343852459,0.033996151,0.012590198,0.017241379,0.706713781,NTT,"NTT DOCOMO, Inc"
2481,NTT DoCoMo SC-03D Galaxy S II LTE (Samsung Celox),2011-11-01,2011,2482,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.17053206,0.331967213,0.03014753,0.011305484,0.015086207,0.412670369,NTT,"NTT DOCOMO, Inc"
2482,Pantech Pocket,2011-11-01,2011,2483,0.249977111,0.016777517,0.499771896,0.165467626,0.203252033,0.380952381,0.195088677,0.269262295,0.033354715,0.005352975,0.015517241,0.210499748,Pantech,Pantech
2483,RIM BlackBerry Bold 9790 (RIM Bellagio),2011-11-01,2011,2484,0.374980926,0.125838031,0.499771896,0.050359712,0.154471545,0.142857143,0.145975443,0.25,0.033996151,0.006659101,0.01012931,0.482584553,RIM,BlackBerry Limited
2484,Samsung GT-i9250 Galaxy Nexus 16 GB / Prime (Samsung Yakju),2011-11-01,2011,2485,0.499984741,0.249999232,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.018216806,0.008179346,0.016163793,0.68525997,Samsung,Samsung
2485,Samsung GT-P6210 Galaxy Tab 7.0 Plus WiFi 16GB,2011-11-01,2011,2486,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.510641201,0.300696721,0.024759461,0.041025202,0.061422414,0.315749621,Samsung,Samsung
2486,Samsung SCH-i110 Illusion,2011-11-01,2011,2487,0.249977111,0.033556057,0.499771896,0.129496403,0.089430894,0.222222222,0.145975443,0.267622951,0.035920462,0.007729696,0.011637931,0.30338213,Samsung,Samsung
2487,Samsung SCH-R680 Repp,2011-11-01,2011,2488,0.249977111,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.13888131,0.25204918,0.039127646,0.007130163,0.009698276,0.344522968,Samsung,Samsung
2488,Samsung SGH-i677 Focus Flash,2011-11-01,2011,2489,0.249977111,0.125838031,0.699863138,0.143884892,0.154471545,0.380952381,0.142428377,0.275,0.030788967,0.006466394,0.012068966,0.524230187,Samsung,Samsung
2489,Samsung SGH-i727R Galaxy SII LTE (Samsung Celox),2011-11-01,2011,2490,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.172987722,0.335655738,0.021103271,0.009164294,0.015517241,0.249116608,Samsung,Samsung
2490,Samsung SGH-i857 DoubleTime (Samsung Habrok),2011-11-01,2011,2491,0.124973296,0.016777517,0.399726275,0.107913669,0.154471545,0.142857143,0.151432469,0.262295082,0.057087877,0.013061259,0.01875,0.344522968,Samsung,Samsung
2491,Samsung SGH-i927 Captivate Glide (Samsung Gidim),2011-11-01,2011,2492,0.499984741,0.016777517,0.499771896,0.165467626,0.154471545,0.380952381,0.156889495,0.307377049,0.04425914,0.012654433,0.01875,0.480060575,Samsung,Samsung
2492,Samsung SGH-i957 Galaxy Tab 8.9 4G LTE 64GB,2011-11-01,2011,2493,0.499984741,1.0,0.749885948,0.517985612,0.479674797,0.380952381,0.612278308,0.445901639,0.01603592,0.057640837,0.088362069,0.316002019,Samsung,Samsung
2493,Samsung SGH-T679M Galaxy W 4G (Samsung Ancora),2011-11-01,2011,2494,0.249977111,0.062079576,0.499771896,0.143884892,0.154471545,0.380952381,0.145429741,0.272540984,0.034637588,0.007558401,0.011206897,0.524230187,Samsung,Samsung
2494,Sony Ericsson WT19 / WT19i Walkman,2011-11-01,2011,2495,0.249977111,0.016777517,0.499771896,0.107913669,0.089430894,0.222222222,0.136425648,0.233606557,0.051956382,0.008757467,0.011853448,0.344522968,Sony Ericsson,Sony Ericsson
2495,Sony Ericsson WT19a Walkman,2011-11-01,2011,2496,0.249977111,0.016777517,0.499771896,0.107913669,0.089430894,0.222222222,0.136425648,0.233606557,0.051956382,0.008757467,0.011853448,0.344522968,Sony Ericsson,Sony Ericsson
2496,Sony Ericsson Xperia Arc S LT18a (SE Ayame),2011-11-01,2011,2497,0.249977111,0.016777517,0.699863138,0.179856115,0.154471545,0.407738095,0.154160982,0.31147541,0.016677357,0.005224504,0.012284483,0.47501262,Sony Ericsson,Sony Ericsson
2497,Sony Ericsson Xperia Neo V MT11a,2011-11-01,2011,2498,0.249977111,0.016777517,0.499771896,0.143884892,0.154471545,0.407738095,0.137789905,0.274590164,0.04425914,0.008971586,0.014224138,0.556032307,Sony Ericsson,Sony Ericsson
2498,T-Mobile BlackBerry Torch 9810 (RIM Jennings),2011-11-01,2011,2499,0.374980926,0.125838031,0.599817517,0.107913669,0.154471545,0.301587302,0.151432469,0.25,0.05452213,0.011883605,0.021788793,0.52498738,T-Mobile,T-Mobile
2499,T-Mobile HTC Radar 4G (HTC Omega),2011-11-01,2011,2500,0.249977111,0.125838031,0.499771896,0.151079137,0.154471545,0.380952381,0.150068213,0.293032787,0.030788967,0.007858168,0.016594828,0.507824331,T-Mobile,T-Mobile
2500,T-Mobile LG C800 myTouch Q,2011-11-01,2011,2501,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.155525239,0.294672131,0.04425914,0.011926429,0.021551724,0.30338213,T-Mobile,T-Mobile
2501,T-Mobile LG E739 myTouch,2011-11-01,2011,2502,0.249977111,0.031878203,0.499771896,0.151079137,0.154471545,0.380952381,0.155525239,0.300819672,0.039127646,0.010855834,0.010344828,0.510853104,T-Mobile,T-Mobile
2502,T-Mobile Samsung SGH-T869 Galaxy Tab 7.0 Plus 4G,2011-11-01,2011,2503,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.510641201,0.300696721,0.025016036,0.041303557,0.061422414,0.315497224,T-Mobile,T-Mobile
2503,TMN Smart A7 (ZTE V875),2011-11-01,2011,2504,0.249977111,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.145975443,0.304508197,0.034958307,0.008843115,0.014094828,0.344522968,TMN,ZTE
2504,Verizon HTC Rezound ADR6425 (HTC Vigor),2011-11-01,2011,2505,0.499984741,0.249999232,0.749885948,0.18705036,0.25203252,0.619047619,0.162346521,0.331967213,0.048749198,0.015716335,0.023728448,0.751640586,Verizon,Verizon Communications
2505,Vertu Constellation T,2011-11-01,2011,2506,0.124973296,0.008388246,0.339698903,0.129496403,0.105691057,0.301587302,0.130968622,0.283606557,0.039127646,0.007387106,0.022413793,0.416961131,Vertu,Nokia Corporation
2506,ZTE Racer II (ZTE Arizona),2011-11-01,2011,2507,0.124973296,0.008388246,0.249657844,0.079136691,0.056910569,0.142857143,0.133424284,0.225409836,0.047466325,0.007215811,0.00862069,0.249116608,ZTE,ZTE
2507,ZTE Style Q,2011-11-01,2011,2508,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.14324693,0.262295082,0.026940346,0.005267328,0.00862069,0.249116608,ZTE,ZTE
2508,ZTE Warp,2011-11-01,2011,2509,0.249977111,0.062079576,0.499771896,0.18705036,0.154471545,0.380952381,0.17053206,0.331967213,0.031430404,0.008243582,0.017241379,0.535840485,ZTE,ZTE
2509,Acer Allegro M310 (Acer W4),2011-12-01,2011,2510,0.249977111,0.125838031,0.499771896,0.136690647,0.154471545,0.380952381,0.14324693,0.274590164,0.04425914,0.009613943,0.014224138,0.545179202,Acer,Acer
2510,Ainol NOVO7 Advanced,2011-12-01,2011,2511,0.249977111,0.125838031,0.749885948,0.381294964,0.284552846,0.222222222,0.492496589,0.258196721,0.031430404,0.039890371,0.063577586,0.22387683,Ainol,"Shenzhen Ainol Electronics Co., Ltd"
2511,Ainol NOVO7 Basic,2011-12-01,2011,2512,0.249977111,0.125838031,0.499771896,0.381294964,0.284552846,0.222222222,0.492496589,0.258196721,0.031430404,0.039890371,0.063577586,0.22387683,Ainol,"Shenzhen Ainol Electronics Co., Ltd"
2512,Alcatel One Touch OT-909S / OT-909A,2011-12-01,2011,2513,0.124973296,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.140518417,0.286885246,0.04041052,0.008885939,0.009698276,0.249116608,Alcatel,Alcatel-Lucent
2513,Alcatel One Touch OT-918,2011-12-01,2011,2514,0.124973296,0.008388246,0.32469206,0.107913669,0.089430894,0.222222222,0.287858117,0.039344262,0.038486209,0.013682205,0.013577586,0.249116608,Alcatel,Alcatel-Lucent
2514,Huawei Honor (Huawei U8860),2011-12-01,2011,2515,0.249977111,0.062079576,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.011069953,0.017241379,0.507319536,Huawei,Huawei
2515,Huawei Mercury M886 (Huawei Glory),2011-12-01,2011,2516,0.249977111,0.031878203,0.699863138,0.165467626,0.154471545,0.407738095,0.150068213,0.307377049,0.030788967,0.043530394,0.017241379,0.431600202,Huawei,Huawei
2516,Lenovo LePad S2005,2011-12-01,2011,2517,0.499984741,0.125018766,0.599817517,0.237410072,0.154471545,0.380952381,0.205457026,0.422540984,0.024695318,0.017065285,0.029741379,0.358909642,Lenovo,Lenovo
2517,Lenovo LePad S2007,2011-12-01,2011,2518,0.499984741,0.249999232,0.749885948,0.381294964,0.479674797,0.380952381,0.52851296,0.321721311,0.023091725,0.043573218,0.064655172,0.431600202,Lenovo,Lenovo
2518,Lenovo LePad S2010,2011-12-01,2011,2519,0.499984741,0.249999232,0.749885948,0.604316547,0.479674797,0.380952381,0.707776262,0.550819672,0.024374599,0.093934009,0.131465517,0.266027259,Lenovo,Lenovo
2519,LG AS680 Optimus 2,2011-12-01,2011,2520,0.249977111,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.142974079,0.26147541,0.037203335,0.007494165,0.014008621,0.344522968,LG,LG Electronics
2520,LG KU5400 Prada 3.0 (LG K2),2011-12-01,2011,2521,0.499984741,0.008388246,0.503773721,0.18705036,0.154471545,0.380952381,0.17053206,0.321721311,0.015394484,0.006573454,0.016810345,0.436648157,LG,LG Electronics
2521,LG LS700 Optimus Slider (LG Gelato Q),2011-12-01,2011,2522,0.499984741,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.140518417,0.266393443,0.057087877,0.00867182,0.021551724,0.474255427,LG,LG Electronics
2522,LG LU6200 Optimus LTE,2011-12-01,2011,2523,0.499984741,0.062079576,0.749885948,0.201438849,0.25203252,0.619047619,0.167530696,0.343852459,0.027581783,0.010641715,0.017025862,0.711761736,LG,LG Electronics
2523,LG P930 Nitro HD,2011-12-01,2011,2524,0.499984741,0.062079576,0.749885948,0.201438849,0.25203252,0.619047619,0.167530696,0.34795082,0.027581783,0.01081301,0.016163793,0.711761736,LG,LG Electronics
2524,LG P940 Prada 3.0 (LG K2),2011-12-01,2011,2525,0.499984741,0.008388246,0.503773721,0.18705036,0.154471545,0.380952381,0.17053206,0.321721311,0.015394484,0.006573454,0.016810345,0.436648157,LG,LG Electronics
2525,LG SU540 Prada 3.0 (LG K2),2011-12-01,2011,2526,0.499984741,0.008388246,0.503773721,0.18705036,0.154471545,0.380952381,0.17053206,0.321721311,0.015394484,0.006573454,0.016810345,0.436648157,LG,LG Electronics
2526,LG SU880 Optimus EX,2011-12-01,2011,2527,0.499984741,0.125838031,0.599817517,0.165467626,0.154471545,0.380952381,0.155252387,0.282786885,0.021808852,0.010427596,0.013771552,0.309187279,LG,LG Electronics
2527,Motorola DROID XYBOARD 8.2 MZ609 32GB,2011-12-01,2011,2528,0.499984741,0.499999488,0.599817517,0.467625899,0.479674797,0.380952381,0.571623465,0.372131148,0.018537524,0.011198424,0.070689655,0.561080262,Motorola,Motorola
2528,Motorola MOTOLUXE XT615,2011-12-01,2011,2529,0.249977111,0.016777517,0.399726275,0.165467626,0.154471545,0.407738095,0.1473397,0.281557377,0.024053881,0.005567094,0.013706897,0.509843513,Motorola,Motorola
2529,Motorola RAZR XT910 (Motorola Spyder),2011-12-01,2011,2530,0.499984741,0.249999232,0.599817517,0.18705036,0.178861789,0.46031746,0.170259209,0.334836066,0.006414368,0.004196733,0.014224138,0.345784957,Motorola,Motorola
2530,Motorola XOOM2 Media Edition MZ608 16GB / XOOM 2 ME,2011-12-01,2011,2531,0.499984741,0.249999232,0.599817517,0.467625899,0.479674797,0.380952381,0.571623465,0.372131148,0.018537524,0.048690662,0.070689655,0.352347299,Motorola,Motorola
2531,Motorola XOOM2 MZ616 32GB / XOOM 2,2011-12-01,2011,2532,0.499984741,0.488280726,0.599817517,0.604316547,0.479674797,0.380952381,0.675034106,0.510655738,0.017318794,0.073614115,0.117025862,0.264512872,Motorola,Motorola
2532,Motorola XOOM2 WiFi MZ615 32GB / XOOM 2,2011-12-01,2011,2533,0.499984741,0.499999488,0.599817517,0.604316547,0.479674797,0.380952381,0.675034106,0.510655738,0.017318794,0.00777252,0.116163793,0.556032307,Motorola,Motorola
2533,RIM BlackBerry Curve Touch 9380 (RIM Orlando),2011-12-01,2011,2534,0.249977111,0.008388246,0.402727644,0.107913669,0.089430894,0.222222222,0.145975443,0.245901639,0.032713278,0.006230863,0.008189655,0.344522968,RIM,BlackBerry Limited
2534,Samsung GT-P6200 Galaxy Tab 7.0 Plus 16GB,2011-12-01,2011,2535,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.510641201,0.300696721,0.024759461,0.041089438,0.061422414,0.315749621,Samsung,Samsung
2535,Samsung GT-P6800 Galaxy Tab 7.7 64GB,2011-12-01,2011,2536,0.499984741,1.0,0.699863138,0.431654676,0.479674797,0.380952381,0.518963165,0.344262295,0.011481719,0.034751515,0.059267241,0.384654215,Samsung,Samsung
2536,Samsung GT-P6810 Galaxy Tab 7.7 WiFi 16GB,2011-12-01,2011,2537,0.499984741,0.249999232,0.699863138,0.431654676,0.479674797,0.380952381,0.518963165,0.344262295,0.011481719,0.034751515,0.060344828,0.384654215,Samsung,Samsung
2537,Samsung SCH-i515 Galaxy Nexus (Samsung Prime),2011-12-01,2011,2538,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.021616421,0.009228529,0.018103448,0.68525997,Samsung,Samsung
2538,Samsung SCH-R720 Vitality,2011-12-01,2011,2539,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.145975443,0.274590164,0.037844772,0.008436289,0.0125,0.30338213,Samsung,Samsung
2539,Samsung SGH-i727 Galaxy S II Skyrocket,2011-12-01,2011,2540,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.172851296,0.335245902,0.021103271,0.008928763,0.015732759,0.408884402,Samsung,Samsung
2540,Samsung SGH-T859 Galaxy Tab 10.1 4G 16GB (Samsung Arnold),2011-12-01,2011,2541,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.680763984,0.512295082,0.01603592,0.072586343,0.108836207,0.264008077,Samsung,Samsung
2541,Samsung SHV-E120K Galaxy S II HD (Samsung Dali),2011-12-01,2011,2542,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.169986357,0.342827869,0.021808852,0.00912147,0.017241379,0.685007572,Samsung,Samsung
2542,Samsung SHV-E120S Galaxy S II HD LTE (Samsung Dali),2011-12-01,2011,2543,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.169986357,0.342827869,0.021808852,0.00912147,0.017241379,0.685007572,Samsung,Samsung
2543,Samsung SHV-E160L Galaxy Note LTE,2011-12-01,2011,2544,0.499984741,0.488280726,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.026508621,0.60676426,Samsung,Samsung
2544,Samsung SHV-E160S Galaxy Note LTE,2011-12-01,2011,2545,0.499984741,0.488280726,0.749885948,0.258992806,0.284552846,0.619047619,0.208594816,0.40102459,0.022771007,0.015716335,0.026508621,0.60676426,Samsung,Samsung
2545,Sharp Aquos SH8298U,2011-12-01,2011,2546,0.249977111,0.031878203,0.699863138,0.179856115,0.178861789,0.46031746,0.156889495,0.331967213,0.04425914,0.013725028,0.017025862,0.547955578,Sharp,Sharp Corporation
2546,SoftBank 008Z (ZTE Aglaia),2011-12-01,2011,2547,0.249977111,0.062079576,0.499771896,0.151079137,0.154471545,0.380952381,0.151432469,0.286885246,0.04425914,0.011091365,0.015732759,0.510853104,SoftBank,SoftBank
2547,SoftBank Sharp Aquos 102SH,2011-12-01,2011,2548,0.499984741,0.060624562,0.499771896,0.201438849,0.25203252,0.619047619,0.159618008,0.323770492,0.023091725,0.007836756,0.016163793,0.719586068,SoftBank,SoftBank
2548,Sony Walkman NW-Z1070 64GB,2011-12-01,2011,2549,0.249977111,1.0,0.499771896,0.18705036,0.154471545,0.380952381,0.175716235,0.35,0.032071841,0.013211143,0.020689655,0.436648157,Sony,Sony Corporation
2549,Toshiba THRiVE 7 32GB,2011-12-01,2011,2550,0.499984741,0.499999488,0.499771896,0.381294964,0.479674797,0.380952381,0.331787176,0.573770492,0.039127646,0.053808107,0.073275862,0.431600202,Toshiba,Toshiba Corporation
2550,Vodafone Smart Tab 7 (ZTE Web Tab 7),2011-12-01,2011,2551,0.499984741,0.250005786,0.599817517,0.381294964,0.284552846,0.619047619,0.500682128,0.307377049,0.033996151,0.048069717,0.055818966,0.431600202,Vodafone,Vodafone
