Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Model B,Release Date B,Release Year B,Model ID B,Company_ID B,Old_ID C,Company C,Company_real C,New_ID C
Samsung SPH-M820 Galaxy Prevail,2011/4/1,2011.25,2229,0.187475204,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.13888131,0.260245902,0.037844772,0.014067619,0.010344828,0.249116608,Samsung SPH-M820 Galaxy Prevail,2011/4/1,2011.25,2229,156,156,Samsung,Samsung,113
T-Mobile P999 G2X (LG Star),2011/4/1,2011.25,2230,0.249977111,0.125838031,0.499771896,0.165467626,0.154471545,0.380952381,0.154706685,0.306967213,0.030788967,0.008843115,0.017025862,0.474255427,T-Mobile P999 G2X (LG Star),2011/4/1,2011.25,2230,174,174,T-Mobile,T-Mobile,128
T-Mobile SGH-T839 Sidekick 4G,2011/4/1,2011.25,2231,0.249977111,0.016777517,0.499771896,0.129496403,0.154471545,0.380952381,0.150068213,0.316393443,0.057087877,0.015480804,0.021982759,0.560070671,T-Mobile SGH-T839 Sidekick 4G,2011/4/1,2011.25,2231,174,174,T-Mobile,T-Mobile,128
Acer Iconia Smart S300,2011/5/1,2011.333333,2232,0.249977111,0.008388246,0.499771896,0.223021583,0.154471545,0.492063492,0.158253752,0.381147541,0.048107761,0.01723658,0.026939655,0.482332155,Acer Iconia Smart S300,2011/5/1,2011.333333,2232,4,4,Acer,Acer,3
Ainol mini NOVO5 Basic,2011/5/1,2011.333333,2233,0.124973296,0.125838031,0.299680654,0.237410072,0.284552846,0.222222222,0.339699864,0.144672131,0.04425914,0.021304841,0.022413793,0.358909642,Ainol mini NOVO5 Basic,2011/5/1,2011.333333,2233,5,5,Ainol,"Shenzhen Ainol Electronics Co., Ltd",116
Alcatel One Touch OT-890D,2011/5/1,2011.333333,2234,0.124973296,0.008388246,0.207638683,0.079136691,0.056910569,0.142857143,0.140518417,0.25,0.041372675,0.007708284,0.008771552,0.249116608,Alcatel One Touch OT-890D,2011/5/1,2011.333333,2234,8,8,Alcatel,Alcatel-Lucent,6
Cincinnati Bell Huawei Ascend X (Huawei U9000),2011/5/1,2011.333333,2235,0.249977111,0.031878203,0.499771896,0.172661871,0.154471545,0.380952381,0.140245566,0.299180328,0.024374599,0.018371411,0.023706897,0.480060575,Cincinnati Bell Huawei Ascend X (Huawei U9000),2011/5/1,2011.333333,2235,34,34,Cincinnati,Cincinnati Bell,28
Gigabyte GSmart G1317D Rola,2011/5/1,2011.333333,2236,0.124973296,0.008388246,0.263664231,0.107913669,0.056910569,0.182539683,0.145975443,0.264344262,0.046183451,0.009956534,0.012068966,0.257193337,Gigabyte GSmart G1317D Rola,2011/5/1,2011.333333,2236,71,71,Gigabyte,Gigabyte Technology,53
HP Palm Veer 4G GSM NA,2011/5/1,2011.333333,2237,0.249977111,0.12465829,0.399726275,0.064748201,0.089430894,0.182539683,0.130968622,0.143442623,0.057729314,0.005352975,0.009267241,0.39096416,HP Palm Veer 4G GSM NA,2011/5/1,2011.333333,2237,82,82,HP,Hewlett-Packard,58
HTC Flyer 4G P515E,2011/5/1,2011.333333,2238,0.499984741,0.499999488,0.749885948,0.381294964,0.203252033,0.492063492,0.515416098,0.299180328,0.045542014,0.057940603,0.077586207,0.315749621,HTC Flyer 4G P515E,2011/5/1,2011.333333,2238,83,83,HTC,HTC,61
HTC Flyer P510E,2011/5/1,2011.333333,2239,0.499984741,0.499999488,0.749885948,0.381294964,0.203252033,0.492063492,0.515416098,0.299180328,0.045542014,0.057940603,0.077586207,0.315749621,HTC Flyer P510E,2011/5/1,2011.333333,2239,83,83,HTC,HTC,61
HTC Merge ADR6325 (HTC Lexikon ),2011/5/1,2011.333333,2240,0.249977111,0.031262116,0.399726275,0.151079137,0.154471545,0.380952381,0.148703956,0.293032787,0.048749198,0.012119136,0.030172414,0.507824331,HTC Merge ADR6325 (HTC Lexikon ),2011/5/1,2011.333333,2240,83,83,HTC,HTC,61
HTC Panache 4G / Emerald (HTC Glacier),2011/5/1,2011.333333,2241,0.374980926,0.031262116,0.499771896,0.151079137,0.154471545,0.380952381,0.151432469,0.299180328,0.031430404,0.008372053,0.017241379,0.510853104,HTC Panache 4G / Emerald (HTC Glacier),2011/5/1,2011.333333,2241,83,83,HTC,HTC,61
HTC Salsa C510e,2011/5/1,2011.333333,2242,0.249977111,0.008388246,0.299680654,0.122302158,0.089430894,0.222222222,0.142974079,0.246311475,0.039769083,0.007472753,0.012931034,0.316002019,HTC Salsa C510e,2011/5/1,2011.333333,2242,83,83,HTC,HTC,61
HTC Sensation (HTC Pyramid),2011/5/1,2011.333333,2243,0.374980926,0.016777517,0.599817517,0.18705036,0.178861789,0.46031746,0.160709413,0.315983607,0.033354715,0.010513243,0.018965517,0.535840485,HTC Sensation (HTC Pyramid),2011/5/1,2011.333333,2243,83,83,HTC,HTC,61
HTC Wildfire S A510E (HTC Marvel),2011/5/1,2011.333333,2244,0.249977111,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.144338336,0.214344262,0.04041052,0.00698028,0.009698276,0.342756184,HTC Wildfire S A510E (HTC Marvel),2011/5/1,2011.333333,2244,83,83,HTC,HTC,61
Huawei Ideos S7-201u Slim,2011/5/1,2011.333333,2245,0.249977111,0.008388246,0.263664231,0.381294964,0.154471545,0.380952381,0.281036835,0.618852459,0.041051956,0.006723337,0.081896552,0.249116608,Huawei Ideos S7-201u Slim,2011/5/1,2011.333333,2245,84,84,Huawei,Huawei,62
Huawei Ideos X6 (Huawei U9000),2011/5/1,2011.333333,2246,0.249977111,0.031878203,0.499771896,0.172661871,0.154471545,0.380952381,0.140245566,0.299180328,0.024374599,0.00552427,0.017887931,0.463149924,Huawei Ideos X6 (Huawei U9000),2011/5/1,2011.333333,2246,84,84,Huawei,Huawei,62
LG P970 Optimus Black / Optimus Schwarz,2011/5/1,2011.333333,2247,0.249977111,0.031262116,0.499771896,0.165467626,0.154471545,0.380952381,0.156889495,0.299180328,0.019884541,0.008843115,0.010560345,0.474255427,LG P970 Optimus Black / Optimus Schwarz,2011/5/1,2011.333333,2247,103,103,LG,LG Electronics,77
LG VS910 Revolution 4G,2011/5/1,2011.333333,2248,0.249977111,0.249999232,0.499771896,0.18705036,0.154471545,0.380952381,0.164529332,0.32295082,0.045542014,0.014688564,0.024137931,0.436648157,LG VS910 Revolution 4G,2011/5/1,2011.333333,2248,103,103,LG,LG Electronics,77
Motorola DROID X2 MB870 / X 2 (Motorola Daytona),2011/5/1,2011.333333,2249,0.249977111,0.12465829,0.499771896,0.18705036,0.178861789,0.46031746,0.160982265,0.321721311,0.024374599,0.008264994,0.020474138,0.535840485,Motorola DROID X2 MB870 / X 2 (Motorola Daytona),2011/5/1,2011.333333,2249,116,116,Motorola,Motorola,87
Nokia E6-00,2011/5/1,2011.333333,2250,0.124973296,0.016777517,0.339698903,0.057553957,0.154471545,0.301587302,0.14324693,0.272540984,0.02822322,0.005888273,0.015732759,0.708732963,Nokia E6-00,2011/5/1,2011.333333,2250,122,122,Nokia,Nokia Corporation,92
Rogers LG V905 Optimus Pad,2011/5/1,2011.333333,2251,0.499984741,0.499999488,0.499771896,0.517985612,0.479674797,0.365079365,0.645293315,0.41147541,0.051314945,0.100164872,0.121767241,0.311458859,Rogers LG V905 Optimus Pad,2011/5/1,2011.333333,2251,152,152,Rogers,Rogers Wireless,109
Samsung GT-i9001 Galaxy S Plus / Galaxy S 2011 Edition,2011/5/1,2011.333333,2252,0.249977111,0.127515885,0.699863138,0.165467626,0.154471545,0.380952381,0.157435198,0.300819672,0.024374599,0.007215811,0.012715517,0.481322564,Samsung GT-i9001 Galaxy S Plus / Galaxy S 2011 Edition,2011/5/1,2011.333333,2252,156,156,Samsung,Samsung,113
Samsung GT-i9100 Galaxy S II 16GB,2011/5/1,2011.333333,2253,0.499984741,0.255032794,0.599817517,0.18705036,0.154471545,0.380952381,0.162619372,0.312704918,0.01533034,0.005609918,0.012068966,0.439172135,Samsung GT-i9100 Galaxy S II 16GB,2011/5/1,2011.333333,2253,156,156,Samsung,Samsung,113
Samsung GT-P7500 Galaxy Tab 10.1 16GB / Galaxy Tab 750 (Samsung Arnold),2011/5/1,2011.333333,2254,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.01603592,0.073421408,0.108836207,0.266784452,Samsung GT-P7500 Galaxy Tab 10.1 16GB / Galaxy Tab 750 (Samsung Arnold),2011/5/1,2011.333333,2254,156,156,Samsung,Samsung,113
Samsung GT-P7500 Galaxy Tab 10.1 32GB (Samsung Arnold),2011/5/1,2011.333333,2255,0.499984741,0.499999488,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.01603592,0.073421408,0.108836207,0.266784452,Samsung GT-P7500 Galaxy Tab 10.1 32GB (Samsung Arnold),2011/5/1,2011.333333,2255,156,156,Samsung,Samsung,113
Samsung GT-S5830I Galaxy Ace,2011/5/1,2011.333333,2256,0.135715812,0.008388246,0.415733575,0.129496403,0.089430894,0.222222222,0.145702592,0.259836066,0.034637588,0.007130163,0.011637931,0.307168097,Samsung GT-S5830I Galaxy Ace,2011/5/1,2011.333333,2256,156,156,Samsung,Samsung,113
Samsung SCH-i510 Droid Charge 4G LTE (Samsung Stealth),2011/5/1,2011.333333,2257,0.249977111,0.031878203,0.499771896,0.18705036,0.154471545,0.380952381,0.166712142,0.331147541,0.035920462,0.012547374,0.017887931,0.436648157,Samsung SCH-i510 Droid Charge 4G LTE (Samsung Stealth),2011/5/1,2011.333333,2257,156,156,Samsung,Samsung,113
Samsung SGH-i997 Galaxy S Infuse 4G,2011/5/1,2011.333333,2258,0.249977111,0.250005786,0.599817517,0.201438849,0.154471545,0.380952381,0.175989086,0.331967213,0.020141116,0.008821703,0.015086207,0.412670369,Samsung SGH-i997 Galaxy S Infuse 4G,2011/5/1,2011.333333,2258,156,156,Samsung,Samsung,113
Samsung SHW-M250S Galaxy S II,2011/5/1,2011.333333,2259,0.499984741,0.250005786,0.599817517,0.18705036,0.154471545,0.380952381,0.162619372,0.312704918,0.017896087,0.006316511,0.013146552,0.439172135,Samsung SHW-M250S Galaxy S II,2011/5/1,2011.333333,2259,156,156,Samsung,Samsung,113
Samsung SPH-D720 Nexus S 4G (Samsung Soju),2011/5/1,2011.333333,2260,0.249977111,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.306967213,0.032713278,0.009271353,0.01487069,0.481322564,Samsung SPH-D720 Nexus S 4G (Samsung Soju),2011/5/1,2011.333333,2260,156,156,Samsung,Samsung,113
Samsung SPH-M580 Replenish,2011/5/1,2011.333333,2261,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.145975443,0.302868852,0.031430404,0.007922403,0.012068966,0.249116608,Samsung SPH-M580 Replenish,2011/5/1,2011.333333,2261,156,156,Samsung,Samsung,113
Samsung YP-G1CW / YP-G1CB Galaxy S WiFi 4.0 8GB,2011/5/1,2011.333333,2262,0.249977111,0.125838031,0.499771896,0.165467626,0.154471545,0.380952381,0.157435198,0.306147541,0.024374599,0.007387106,0.013146552,0.481322564,Samsung YP-G1CW / YP-G1CB Galaxy S WiFi 4.0 8GB,2011/5/1,2011.333333,2262,156,156,Samsung,Samsung,113
Samsung YP-G1EW / YP-G1EB Galaxy S WiFi 4.0 16GB,2011/5/1,2011.333333,2263,0.249977111,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.157435198,0.306147541,0.024374599,0.007387106,0.013146552,0.481322564,Samsung YP-G1EW / YP-G1EB Galaxy S WiFi 4.0 16GB,2011/5/1,2011.333333,2263,156,156,Samsung,Samsung,113
Samsung YP-G70CW / YP-G70CB Galaxy S WiFi 5.0 8GB,2011/5/1,2011.333333,2264,0.249977111,0.125838031,0.499771896,0.237410072,0.154471545,0.380952381,0.195634379,0.378278689,0.037203335,0.007387106,0.026293103,0.481322564,Samsung YP-G70CW / YP-G70CB Galaxy S WiFi 5.0 8GB,2011/5/1,2011.333333,2264,156,156,Samsung,Samsung,113
Sony Ericsson Xperia PLAY R800x (SE Zeus),2011/5/1,2011.333333,2265,0.249977111,0.016777517,0.51177737,0.165467626,0.154471545,0.407738095,0.151432469,0.286885246,0.063502245,0.010320536,0.024784483,0.556032307,Sony Ericsson Xperia PLAY R800x (SE Zeus),2011/5/1,2011.333333,2265,213,213,Sony Ericsson,Sony Ericsson,124
T-Mobile LG V909 G-Slate,2011/5/1,2011.333333,2266,0.499984741,0.499999488,0.499771896,0.517985612,0.479674797,0.365079365,0.645293315,0.41147541,0.051314945,0.100164872,0.121767241,0.311458859,T-Mobile LG V909 G-Slate,2011/5/1,2011.333333,2266,174,174,T-Mobile,T-Mobile,128
ViewSonic ViewPad 10s,2011/5/1,2011.333333,2267,0.249977111,0.008388246,0.499771896,0.604316547,0.375609756,0.281746032,0.733969986,0.530737705,0.053880693,0.143245616,0.144396552,0.18525997,ViewSonic ViewPad 10s,2011/5/1,2011.333333,2267,199,199,ViewSonic,ViewSonic,145
ViewSonic ViewPad 10s 3G,2011/5/1,2011.333333,2268,0.249977111,0.008388246,0.499771896,0.604316547,0.375609756,0.281746032,0.733969986,0.530737705,0.053880693,0.143245616,0.144396552,0.18525997,ViewSonic ViewPad 10s 3G,2011/5/1,2011.333333,2268,199,199,ViewSonic,ViewSonic,145
Ziss Jet Tablet,2011/5/1,2011.333333,2269,0.249977111,0.062079576,0.399726275,0.381294964,0.284552846,0.222222222,0.514324693,0.290983607,0.041051956,0.053187161,0.061422414,0.22387683,Ziss Jet Tablet,2011/5/1,2011.333333,2269,210,210,Ziss,Ziss HongKong,154
ZTE Light Tab Pro (ZTE V9C),2011/5/1,2011.333333,2270,0.249977111,0.008388246,0.399726275,0.381294964,0.284552846,0.222222222,0.506139154,0.270491803,0.041051956,0.049654198,0.070905172,0.22387683,ZTE Light Tab Pro (ZTE V9C),2011/5/1,2011.333333,2270,212,212,ZTE,ZTE,156
Acer Iconia Tab A500 16GB,2011/6/1,2011.416667,2271,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.691678035,0.524590164,0.046183451,0.121619596,0.137931034,0.264512872,Acer Iconia Tab A500 16GB,2011/6/1,2011.416667,2271,4,4,Acer,Acer,3
Alcatel One Touch OT-990A,2011/6/1,2011.416667,2272,0.249977111,0.008388246,0.299680654,0.129496403,0.089430894,0.222222222,0.151978172,0.274590164,0.038806928,0.009335589,0.018103448,0.30338213,Alcatel One Touch OT-990A,2011/6/1,2011.416667,2272,8,8,Alcatel,Alcatel-Lucent,6
BN NOOK Simple Touch WiFi,2011/6/1,2011.416667,2273,0.124973296,0.031262116,0.399726275,0.309352518,0.203252033,0.380952381,0.336971351,0.495901639,0.037844772,0.086889493,0.098060345,0.533821302,BN NOOK Simple Touch WiFi,2011/6/1,2011.416667,2273,30,30,BN,Barnes & Noble,18
Gigabyte GSmart G1315 Skate,2011/6/1,2011.416667,2274,0.124973296,0.008388246,0.263664231,0.129496403,0.089430894,0.222222222,0.14952251,0.264344262,0.046183451,0.01036336,0.0125,0.30338213,Gigabyte GSmart G1315 Skate,2011/6/1,2011.416667,2274,71,71,Gigabyte,Gigabyte Technology,53
Hannspree HANNS pad SN-10T1,2011/6/1,2011.416667,2275,0.249977111,0.322461554,0.499771896,0.604316547,0.375609756,0.281746032,0.691678035,0.495901639,0.050032072,0.12211207,0.14762931,0.184502776,Hannspree HANNS pad SN-10T1,2011/6/1,2011.416667,2275,76,76,Hannspree,HannStar Display Corporation,57
HP Palm Veer GSM EU,2011/6/1,2011.416667,2276,0.249977111,0.125838031,0.399726275,0.064748201,0.089430894,0.182539683,0.130968622,0.143442623,0.057729314,0.005352975,0.009267241,0.39096416,HP Palm Veer GSM EU,2011/6/1,2011.416667,2276,82,82,HP,Hewlett-Packard,58
HTC ChaCha A810e / ChaChaCha,2011/6/1,2011.416667,2277,0.249977111,0.008388246,0.399726275,0.064748201,0.154471545,0.142857143,0.158526603,0.268032787,0.029506094,0.007494165,0.012931034,0.448258455,HTC ChaCha A810e / ChaChaCha,2011/6/1,2011.416667,2277,83,83,HTC,HTC,61
Huawei Boulder U8350,2011/6/1,2011.416667,2278,0.124973296,0.008388246,0.263664231,0.064748201,0.089430894,0.103174603,0.15361528,0.270491803,0.024374599,0.005866861,0.011206897,0.276375568,Huawei Boulder U8350,2011/6/1,2011.416667,2278,84,84,Huawei,Huawei,62
Huawei Ideos X1 U8180 (Huawei Gaga),2011/6/1,2011.416667,2279,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.135061392,0.225409836,0.04425914,0.006766161,0.007543103,0.249116608,Huawei Ideos X1 U8180 (Huawei Gaga),2011/6/1,2011.416667,2279,84,84,Huawei,Huawei,62
KDDI Xperia acro au IS11S,2011/6/1,2011.416667,2280,0.249977111,0.016777517,0.499771896,0.179856115,0.154471545,0.407738095,0.154160982,0.319672131,0.036561899,0.010770186,0.016163793,0.47501262,KDDI Xperia acro au IS11S,2011/6/1,2011.416667,2280,97,97,KDDI,Kyocera Corporation,74
LG P920 Optimus 3D,2011/6/1,2011.416667,2281,0.249977111,0.125838031,0.499771896,0.18705036,0.154471545,0.380952381,0.167803547,0.32704918,0.037203335,0.012868552,0.023275862,0.436648157,LG P920 Optimus 3D,2011/6/1,2011.416667,2281,103,103,LG,LG Electronics,77
Motorola MOTO XT882,2011/6/1,2011.416667,2282,0.249977111,0.125838031,0.599817517,0.165467626,0.178861789,0.46031746,0.118690314,0.248770492,0.066709429,0.009935122,0.011853448,0.345784957,Motorola MOTO XT882,2011/6/1,2011.416667,2282,116,116,Motorola,Motorola,87
NEC Medias WP N-06C,2011/6/1,2011.416667,2283,0.249977111,0.016777517,0.499771896,0.165467626,0.154471545,0.407738095,0.156889495,0.323770492,0.023091725,0.007579813,0.011422414,0.509843513,NEC Medias WP N-06C,2011/6/1,2011.416667,2283,121,121,NEC,NEC Corporation?,91
NTT DoCoMo Xperia acro SO-02C (SE Azusa),2011/6/1,2011.416667,2284,0.249977111,0.016777517,0.499771896,0.179856115,0.154471545,0.407738095,0.152251023,0.318852459,0.039769083,0.011369719,0.015948276,0.47501262,NTT DoCoMo Xperia acro SO-02C (SE Azusa),2011/6/1,2011.416667,2284,124,124,NTT,"NTT DOCOMO, Inc",94
Optimus Stockholm U8180 (Huawei Gaga),2011/6/1,2011.416667,2285,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.135061392,0.225409836,0.04425914,0.006766161,0.006465517,0.249116608,Optimus Stockholm U8180 (Huawei Gaga),2011/6/1,2011.416667,2285,132,132,Optimus,Commtiva,31
Panasonic Sweety 003P,2011/6/1,2011.416667,2286,0.249977111,0.016777517,0.499771896,0.18705036,0.154471545,0.407738095,0.165075034,0.323770492,0.050673509,0.016273045,0.017025862,0.464159515,Panasonic Sweety 003P,2011/6/1,2011.416667,2286,138,138,Panasonic,Panasonic,103
Samsung GT-i9100 Galaxy S II 32GB,2011/6/1,2011.416667,2287,0.499984741,0.508388758,0.599817517,0.18705036,0.154471545,0.380952381,0.162619372,0.312704918,0.01533034,0.005609918,0.012068966,0.439172135,Samsung GT-i9100 Galaxy S II 32GB,2011/6/1,2011.416667,2287,156,156,Samsung,Samsung,113
Samsung GT-P7510 Galaxy Tab 10.1 Wi-Fi 16GB,2011/6/1,2011.416667,2288,0.499984741,0.255032794,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.01603592,0.073421408,0.108836207,0.266784452,Samsung GT-P7510 Galaxy Tab 10.1 Wi-Fi 16GB,2011/6/1,2011.416667,2288,156,156,Samsung,Samsung,113
Samsung SCH-R915 Indulge,2011/6/1,2011.416667,2289,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.149304229,0.278442623,0.059525337,0.014131854,0.019827586,0.30338213,Samsung SCH-R915 Indulge,2011/6/1,2011.416667,2289,156,156,Samsung,Samsung,113
Samsung SGH-T499 Dart (Samsung Tass),2011/6/1,2011.416667,2290,0.187475204,0.008388246,0.299680654,0.100719424,0.056910569,0.142857143,0.147885402,0.225,0.039127646,0.007023103,0.010344828,0.209490156,Samsung SGH-T499 Dart (Samsung Tass),2011/6/1,2011.416667,2290,156,156,Samsung,Samsung,113
Samsung SGH-T589 Gravity SMART / Gravity Touch 2,2011/6/1,2011.416667,2291,0.187475204,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.142428377,0.26557377,0.050673509,0.010449008,0.016163793,0.344522968,Samsung SGH-T589 Gravity SMART / Gravity Touch 2,2011/6/1,2011.416667,2291,156,156,Samsung,Samsung,113
Samsung SGH-T759 Exhibit 4G,2011/6/1,2011.416667,2292,0.249977111,0.016777517,0.499771896,0.129496403,0.154471545,0.380952381,0.143792633,0.285245902,0.035920462,0.084020298,0.012931034,0.264512872,Samsung SGH-T759 Exhibit 4G,2011/6/1,2011.416667,2292,156,156,Samsung,Samsung,113
Samsung SHW-M250K Galaxy S II,2011/6/1,2011.416667,2293,0.499984741,0.250005786,0.599817517,0.18705036,0.154471545,0.380952381,0.162619372,0.312704918,0.017896087,0.007237222,0.013146552,0.439172135,Samsung SHW-M250K Galaxy S II,2011/6/1,2011.416667,2293,156,156,Samsung,Samsung,113
Samsung SHW-M380K Galaxy Tab 10.1 3G 16GB,2011/6/1,2011.416667,2294,0.499984741,0.250005786,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.01603592,0.073421408,0.110991379,0.266279657,Samsung SHW-M380K Galaxy Tab 10.1 3G 16GB,2011/6/1,2011.416667,2294,156,156,Samsung,Samsung,113
Sony Ericsson W8 Walkman E16 / E16i,2011/6/1,2011.416667,2295,0.124973296,0.008388246,0.299680654,0.09352518,0.089430894,0.222222222,0.129604366,0.204918033,0.057087877,0.007729696,0.009482759,0.374558304,Sony Ericsson W8 Walkman E16 / E16i,2011/6/1,2011.416667,2295,213,213,Sony Ericsson,Sony Ericsson,124
Sony Ericsson Xperia Neo MT15 / MT15i (SE Halon),2011/6/1,2011.416667,2296,0.249977111,0.016777517,0.499771896,0.143884892,0.154471545,0.407738095,0.137789905,0.274590164,0.04425914,0.008971586,0.014224138,0.556032307,Sony Ericsson Xperia Neo MT15 / MT15i (SE Halon),2011/6/1,2011.416667,2296,213,213,Sony Ericsson,Sony Ericsson,124
Sony Ericsson Xperia Pro MK16a (SE Iyokan),2011/6/1,2011.416667,2297,0.249977111,0.008388246,0.51177737,0.143884892,0.154471545,0.407738095,0.137789905,0.290983607,0.047466325,0.010320536,0.017241379,0.556032307,Sony Ericsson Xperia Pro MK16a (SE Iyokan),2011/6/1,2011.416667,2297,213,213,Sony Ericsson,Sony Ericsson,124
Sprint HTC EVO 3D (HTC Shooter),2011/6/1,2011.416667,2298,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.159618008,0.31557377,0.038165491,0.011690898,0.023706897,0.535840485,Sprint HTC EVO 3D (HTC Shooter),2011/6/1,2011.416667,2298,169,169,Sprint,Sprint Corporation,126
T-Mobile HTC Sensation 4G (HTC Pyramid),2011/6/1,2011.416667,2299,0.374980926,0.016777517,0.599817517,0.18705036,0.178861789,0.46031746,0.160709413,0.315983607,0.033354715,0.010513243,0.018965517,0.535840485,T-Mobile HTC Sensation 4G (HTC Pyramid),2011/6/1,2011.416667,2299,174,174,T-Mobile,T-Mobile,128
T-Mobile Move,2011/6/1,2011.416667,2300,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.13888131,0.259836066,0.040731238,0.007751108,0.012931034,0.249116608,T-Mobile Move,2011/6/1,2011.416667,2300,174,174,T-Mobile,T-Mobile,128
Toshiba THRiVE AT100 32GB / AT105-T1032,2011/6/1,2011.416667,2301,0.499984741,0.499999488,0.499771896,0.604316547,0.479674797,0.380952381,0.727148704,0.524590164,0.061898653,0.153523328,0.151939655,0.265270066,Toshiba THRiVE AT100 32GB / AT105-T1032,2011/6/1,2011.416667,2301,186,186,Toshiba,Toshiba Corporation,136
Toshiba THRiVE AT100-100 16GB / AT105-T1016,2011/6/1,2011.416667,2302,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.727148704,0.524590164,0.061898653,0.153523328,0.151939655,0.265270066,Toshiba THRiVE AT100-100 16GB / AT105-T1016,2011/6/1,2011.416667,2302,186,186,Toshiba,Toshiba Corporation,136
ViewSonic ViewPhone 3 V350,2011/6/1,2011.416667,2303,0.249977111,0.008388246,0.299680654,0.129496403,0.089430894,0.222222222,0.148431105,0.266393443,0.040731238,0.009057234,0.014008621,0.30338213,ViewSonic ViewPhone 3 V350,2011/6/1,2011.416667,2303,199,199,ViewSonic,ViewSonic,145
Vodafone 858 Smart (Huawei U8160),2011/6/1,2011.416667,2304,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.137244202,0.224590164,0.041693393,0.006466394,0.009482759,0.244068652,Vodafone 858 Smart (Huawei U8160),2011/6/1,2011.416667,2304,203,203,Vodafone,Vodafone,146
Yarvik TAB310,2011/6/1,2011.416667,2305,0.124973296,0.031878203,0.399726275,0.45323741,0.284552846,0.281746032,0.560709413,0.454918033,0.04425914,0.084983834,0.108836207,0.203685008,Yarvik TAB310,2011/6/1,2011.416667,2305,208,208,Yarvik,Yarvik Nextec,150
Ziss Jet Touch Tablet,2011/6/1,2011.416667,2306,0.249977111,0.062079576,0.599817517,0.381294964,0.284552846,0.222222222,0.506139154,0.295081967,0.041051956,0.052737512,0.064655172,0.22387683,Ziss Jet Touch Tablet,2011/6/1,2011.416667,2306,210,210,Ziss,Ziss HongKong,154
Alcatel One Touch OT-906,2011/7/1,2011.5,2307,0.124973296,0.008388246,0.249657844,0.079136691,0.056910569,0.142857143,0.137789905,0.247131148,0.050673509,0.009228529,0.009267241,0.249116608,Alcatel One Touch OT-906,2011/7/1,2011.5,2307,8,8,Alcatel,Alcatel-Lucent,6
Asus Eee Pad Transformer TF101G 32GB,2011/7/1,2011.5,2308,0.499984741,0.499999488,0.499771896,0.604316547,0.479674797,0.380952381,0.721691678,0.5,0.044130853,0.04314498,0.13362069,0.431600202,Asus Eee Pad Transformer TF101G 32GB,2011/7/1,2011.5,2308,18,18,Asus,Asus,14
HP Palm TouchPad 16GB (Palm Topaz),2011/7/1,2011.5,2309,0.499984741,0.255032794,0.599817517,0.575539568,0.375609756,0.365079365,0.637107776,0.577868852,0.048749198,0.124317496,0.146551724,0.22160525,HP Palm TouchPad 16GB (Palm Topaz),2011/7/1,2011.5,2309,82,82,HP,Hewlett-Packard,58
HP Palm TouchPad 32GB (Palm Topaz),2011/7/1,2011.5,2310,0.499984741,0.499999488,0.599817517,0.575539568,0.375609756,0.365079365,0.637107776,0.577868852,0.048749198,0.124317496,0.146551724,0.22160525,HP Palm TouchPad 32GB (Palm Topaz),2011/7/1,2011.5,2310,82,82,HP,Hewlett-Packard,58
HTC EVO 3D X515 (HTC Shooter),2011/7/1,2011.5,2311,0.499984741,0.062492486,0.599817517,0.18705036,0.178861789,0.46031746,0.159618008,0.31557377,0.038165491,0.011690898,0.023706897,0.535840485,HTC EVO 3D X515 (HTC Shooter),2011/7/1,2011.5,2311,83,83,HTC,HTC,61
HTC Status,2011/7/1,2011.5,2312,0.249977111,0.008388246,0.399726275,0.064748201,0.154471545,0.142857143,0.163710778,0.268032787,0.03014753,0.008157934,0.012931034,0.448258455,HTC Status,2011/7/1,2011.5,2312,83,83,HTC,HTC,61
