,CreditScore,Geography,Gender,Age,Balance,Exited
7739,724,Spain,Male,41,0.0,0
7740,665,Spain,Female,51,0.0,1
7741,441,France,Male,60,140614.15,0
7742,579,Spain,Male,22,118680.57,0
7743,777,Germany,Male,35,122917.69,0
7744,739,France,Female,36,0.0,0
7745,660,France,Male,40,131754.11,0
7746,554,France,Female,35,0.0,0
7747,850,France,Female,24,0.0,0
7748,842,Germany,Female,35,119948.09,1
7749,785,France,Female,38,0.0,1
7750,550,France,Male,25,0.0,0
7751,750,Spain,Female,39,0.0,0
7752,490,Spain,Female,38,97266.1,0
7753,605,Germany,Male,28,113690.83,0
7754,563,Spain,Female,42,99056.22,1
7755,675,France,Male,34,0.0,0
7756,621,Spain,Female,36,116338.68,0
7757,850,France,Male,40,97339.99,0
7758,711,France,Male,41,0.0,0
7759,549,Germany,Female,55,137592.31,1
7760,764,Germany,Male,34,108760.27,1
7761,627,Germany,Male,30,128770.88,0
7762,850,France,Female,34,0.0,0
7763,614,Spain,Female,36,44054.84,0
7764,685,Germany,Female,44,119657.53,1
7765,683,Germany,Female,49,108797.63,0
7766,643,Spain,Male,35,0.0,0
7767,561,Germany,Female,49,102025.32,1
7768,601,Spain,Female,20,122446.61,0
7769,766,France,Female,27,158786.67,0
7770,699,France,Male,29,125689.29,0
7771,850,Germany,Male,29,154640.41,0
7772,792,Germany,Female,50,146710.76,1
7773,636,Germany,Male,67,136709.35,1
7774,850,Germany,Male,43,129305.09,0
7775,628,Spain,Male,40,0.0,0
7776,736,France,Female,63,0.0,0
7777,711,France,Female,21,82844.33,0
7778,583,Spain,Female,22,0.0,0
7779,757,France,Male,46,0.0,0
7780,749,Germany,Female,33,76692.22,0
7781,705,France,Male,34,117715.84,0
7782,585,France,Male,54,87105.32,0
7783,437,France,Female,43,0.0,1
7784,741,France,Female,64,69311.16,0
7785,738,France,Male,26,0.0,0
7786,586,Spain,Female,33,66948.67,0
7787,627,France,Female,57,0.0,0
7788,551,Spain,Male,76,128410.71,0
7789,606,Germany,Male,38,99897.53,0
7790,674,France,Male,22,0.0,0
7791,584,Germany,Female,31,152622.34,0
7792,590,France,Male,40,0.0,0
7793,585,France,Male,56,138227.19,0
7794,508,France,Female,25,111395.53,0
7795,458,Germany,Male,44,84386.57,0
7796,692,France,Female,36,0.0,0
7797,502,Germany,Male,33,174673.65,0
7798,518,France,Male,46,0.0,0
7799,660,Germany,Male,46,109019.65,0
7800,698,Germany,Female,52,107906.75,1
7801,678,France,Male,54,128914.97,1
7802,773,Spain,Male,63,111179.83,0
7803,619,Germany,Female,52,124099.13,0
7804,684,Germany,Male,59,122471.09,0
7805,635,France,Male,34,134692.4,0
7806,680,France,Female,25,123816.5,0
7807,608,Germany,Male,34,106288.54,0
7808,603,Germany,Female,55,127723.25,1
7809,579,Spain,Male,43,145843.82,1
7810,756,Germany,Female,34,148200.72,0
7811,611,France,Male,30,104145.65,0
7812,532,Germany,Male,24,142755.25,0
7813,684,Germany,Female,63,81245.79,1
7814,647,Germany,Female,33,168560.46,0
7815,583,France,Male,38,0.0,0
7816,774,Germany,Male,42,132193.94,0
7817,677,France,Male,58,0.0,0
7818,542,Germany,Male,25,139330.1,0
7819,613,Spain,Male,29,0.0,0
7820,666,France,Male,40,0.0,0
7821,777,France,Female,28,134571.5,0
7822,581,Germany,Male,50,143829.2,1
7823,705,France,Male,32,0.0,0
7824,673,France,Female,44,133444.97,0
7825,594,Germany,Female,23,104753.84,1
7826,648,Germany,Female,51,116574.84,1
7827,605,France,Male,41,0.0,0
7828,734,France,Female,40,176914.8,0
7829,572,France,Female,36,68348.18,0
7830,595,France,Female,33,0.0,0
7831,749,France,Male,42,56726.83,0
7832,573,Spain,Male,46,65269.23,1
7833,624,Spain,Male,33,66220.17,0
7834,703,France,Male,56,0.0,1
7835,665,France,Female,41,96147.55,0
7836,648,France,Male,42,0.0,0
7837,850,Spain,Male,48,0.0,1
7838,569,Germany,Female,32,145330.43,0
7839,566,France,Female,21,0.0,0
7840,537,Germany,Female,47,124192.28,0
7841,706,Germany,Female,46,111288.18,1
7842,734,France,Male,43,107805.67,0
7843,586,Germany,Female,36,103700.69,1
7844,612,France,Female,38,0.0,0
7845,648,France,Male,34,0.0,0
7846,557,France,Female,27,87739.08,0
7847,643,Spain,Female,20,133313.34,0
7848,433,France,Female,49,0.0,0
7849,643,Germany,Male,41,154902.66,0
7850,488,France,Female,36,0.0,0
7851,758,Germany,Male,68,112595.85,1
7852,743,Germany,Male,39,119695.75,0
7853,730,France,Female,47,0.0,1
7854,746,Spain,Male,49,0.0,0
7855,666,Germany,Female,59,152614.51,0
7856,580,Germany,Female,33,131647.01,0
7857,850,France,Male,27,96654.72,0
7858,563,France,Male,22,137583.04,0
7859,766,Germany,Female,28,62717.84,0
7860,659,France,Male,32,95377.13,0
7861,607,Spain,Male,28,135936.1,0
7862,644,Germany,Male,35,161591.11,0
7863,746,France,Male,47,142382.03,0
7864,588,Spain,Male,33,0.0,0
7865,691,Spain,Male,30,0.0,0
7866,666,France,Female,38,127043.09,0
7867,640,Spain,Female,46,0.0,0
7868,611,Germany,Female,29,78885.88,0
7869,651,Spain,Female,45,95922.9,1
7870,529,France,Female,29,0.0,0
7871,676,France,Female,36,91711.59,0
7872,639,Germany,Female,46,110031.09,0
7873,782,France,Male,36,81210.72,0
7874,641,Germany,Male,32,122947.92,0
7875,697,France,Female,38,182065.85,0
7876,623,France,Male,45,0.0,1
7877,494,Spain,Female,41,69974.66,1
7878,731,France,Female,38,123711.73,1
7879,657,France,Male,44,76495.04,0
7880,744,France,Female,38,0.0,0
7881,774,Spain,Male,46,0.0,0
7882,850,Germany,Female,45,121874.89,1
7883,551,France,Female,45,0.0,0
7884,638,France,Male,36,188455.19,1
7885,792,France,Female,42,99045.93,0
7886,666,France,Female,36,0.0,0
7887,716,Germany,Female,30,205770.78,0
7888,594,France,Female,31,79340.95,0
7889,600,Germany,Male,57,138456.03,0
7890,565,France,Male,49,0.0,0
7891,678,Germany,Male,48,101099.9,0
7892,648,Spain,Female,31,0.0,0
7893,642,France,Male,40,109219.83,0
7894,706,Germany,Male,67,123276.69,1
7895,668,Spain,Male,43,113034.31,0
7896,635,Spain,Male,41,0.0,0
7897,603,Spain,Male,30,129548.5,0
7898,635,France,Female,72,74812.84,0
7899,642,France,Female,40,0.0,0
7900,785,Spain,Female,54,0.0,1
7901,628,Germany,Female,28,153538.13,0
7902,499,France,Female,38,0.0,0
7903,567,Spain,Male,34,0.0,0
7904,449,Spain,Male,32,155619.36,0
7905,701,Spain,Male,35,159693.9,0
7906,613,Spain,Male,37,171653.17,0
7907,683,Germany,Female,39,47685.47,0
7908,581,France,Male,35,0.0,0
7909,620,France,Male,61,0.0,1
7910,561,Spain,Male,28,123692.0,0
7911,558,Germany,Male,26,148853.29,0
7912,642,France,Male,35,133161.95,0
7913,805,Germany,Male,24,143221.35,0
7914,687,France,Male,35,0.0,0
7915,695,Spain,Male,56,0.0,1
7916,562,France,Male,33,0.0,0
7917,613,Germany,Male,38,126265.88,0
7918,589,France,Male,37,0.0,0
7919,593,Spain,Male,31,112713.34,0
7920,714,France,Male,34,141173.03,0
7921,588,Spain,Female,35,0.0,0
7922,679,Spain,Male,39,0.0,0
7923,730,Spain,Male,38,118866.36,0
7924,833,France,Male,47,0.0,0
7925,586,Spain,Female,33,0.0,0
7926,567,Spain,Female,54,92316.31,1
7927,637,Germany,Male,30,122185.53,1
7928,711,France,Male,38,123345.85,0
7929,828,France,Male,30,73070.18,0
7930,500,Spain,Male,38,0.0,0
7931,807,France,Male,47,95120.59,0
7932,850,France,Male,40,102800.65,0
7933,782,France,Female,70,97072.42,0
7934,629,Spain,Male,31,132876.55,0
7935,582,Spain,Male,33,0.0,0
7936,468,France,Male,22,0.0,0
7937,670,France,Male,36,0.0,1
7938,805,France,Male,39,0.0,0
7939,720,France,Male,26,51962.91,0
7940,781,Spain,Female,29,98759.89,0
7941,592,Germany,Male,33,156570.86,0
7942,542,France,Female,42,0.0,1
7943,532,France,Male,42,159024.71,1
7944,520,France,Female,39,73493.17,1
7945,759,France,Female,45,0.0,0
7946,473,France,Female,35,69617.36,0
7947,639,Spain,Female,35,136526.26,0
7948,705,France,Male,25,113736.27,0
7949,530,France,Male,52,106723.28,1
7950,516,Germany,Female,33,138847.9,0
7951,850,France,Female,40,0.0,0
7952,746,Germany,Female,33,107868.14,0
7953,622,Germany,Male,33,96926.12,0
7954,743,France,Male,30,77599.23,0
7955,732,Germany,Male,38,178787.54,0
7956,850,France,Male,81,0.0,0
7957,850,Germany,Female,34,129668.43,0
7958,686,France,Male,34,146178.13,0
7959,556,France,Female,40,0.0,0
7960,673,France,Male,37,0.0,0
7961,809,France,Female,38,154763.21,0
7962,634,Germany,Female,56,116251.24,1
7963,630,France,Male,37,0.0,0
7964,564,Germany,Female,30,100954.88,0
7965,625,France,Female,51,124620.01,1
7966,677,Spain,Female,34,0.0,0
7967,583,France,Male,40,112701.04,0
7968,592,Spain,Male,45,84692.5,0
7969,637,Germany,Male,49,108204.52,1
7970,850,France,Male,30,86449.39,0
7971,633,Spain,Male,42,0.0,0
7972,751,Germany,Male,36,73194.99,0
7973,592,Germany,Male,31,124593.23,0
7974,716,Germany,Male,50,119655.77,1
7975,641,Germany,Male,42,121765.37,0
7976,849,France,Male,35,110837.73,0
7977,647,Spain,Male,47,99835.17,0
7978,608,Germany,Female,30,91057.37,0
7979,555,France,Female,26,0.0,0
7980,497,Spain,Male,27,149400.27,0
7981,599,Germany,Male,38,89111.63,0
7982,545,Germany,Male,33,132527.9,0
7983,774,France,Female,36,114997.42,0
7984,464,France,Male,46,161798.53,0
7985,696,Germany,Female,27,96129.32,0
7986,667,Spain,Male,45,0.0,0
7987,812,France,Male,32,133050.97,0
7988,516,France,Male,51,120124.35,0
7989,645,France,Male,39,0.0,0
7990,664,Spain,Male,32,133705.74,0
7991,427,Spain,Female,39,0.0,0
7992,685,France,Female,40,0.0,0
7993,585,France,Female,33,152805.05,0
7994,519,Germany,Female,21,151701.45,1
7995,708,France,Female,67,0.0,0
7996,717,France,Female,22,112465.06,0
7997,465,Germany,Male,24,156007.09,0
7998,829,Germany,Male,28,132405.52,1
7999,826,France,Male,26,142662.68,0
8000,747,Germany,Male,36,102603.3,0
8001,707,Spain,Male,32,0.0,0
8002,590,Spain,Male,37,0.0,0
8003,603,Spain,Male,57,105000.85,1
8004,615,France,Male,45,0.0,0
8005,634,France,Female,36,69518.95,0
8006,716,Germany,Male,41,126145.54,0
8007,647,France,Male,41,138937.35,1
8008,591,Germany,Female,44,113581.98,0
8009,574,France,Male,34,112572.39,0
8010,467,Germany,Male,51,114514.71,1
8011,701,France,Female,35,0.0,0
8012,747,France,Female,34,0.0,0
8013,650,France,Male,32,84906.45,0
8014,731,Spain,Female,39,126816.18,0
8015,638,Germany,Female,26,105249.76,0
8016,569,Spain,Male,41,0.0,0
8017,459,Germany,Male,50,109387.9,0
8018,632,Germany,Male,23,122478.51,1
8019,683,France,Female,73,137732.23,0
8020,850,France,Female,46,157866.77,0
8021,512,France,Female,41,0.0,0
8022,616,France,Female,31,136789.14,1
8023,664,France,Male,36,0.0,0
8024,694,France,Male,30,144684.03,0
8025,655,France,Male,24,107065.31,0
8026,607,France,Female,33,91301.72,0
8027,684,Spain,Male,39,207034.96,1
8028,763,Spain,Male,37,0.0,0
8029,671,Spain,Male,50,0.0,0
8030,592,Spain,Male,38,0.0,1
8031,666,Spain,Female,36,0.0,0
8032,667,France,Male,34,0.0,0
8033,850,Spain,Male,36,0.0,0
8034,622,Spain,Male,42,0.0,0
8035,577,France,Female,30,92472.1,0
8036,555,Spain,Male,21,0.0,0
8037,547,France,Male,62,127738.75,0
8038,613,Germany,Female,50,101242.98,0
8039,672,France,Female,43,92599.55,0
8040,624,Spain,Female,36,0.0,0
8041,698,Spain,Female,50,0.0,1
8042,606,France,Male,37,82373.94,1
8043,720,Spain,Male,31,141356.47,0
8044,835,France,Male,23,0.0,1
8045,771,Spain,Female,47,72664.0,0
8046,811,France,Female,47,123365.34,0
8047,734,Germany,Male,33,121898.58,0
8048,548,Spain,Male,33,0.0,0
8049,652,France,Female,31,103696.97,1
8050,707,France,Male,33,0.0,0
8051,605,Germany,Female,56,74129.18,1
8052,623,France,Female,34,0.0,0
8053,686,Germany,Male,29,185379.02,0
8054,525,Germany,Female,47,118087.68,1
8055,657,Spain,Male,41,109402.13,0
8056,730,Germany,Female,33,130367.87,1
8057,816,Germany,Female,34,108410.87,0
8058,484,France,Female,50,90408.16,0
8059,728,France,Female,34,90425.15,0
8060,730,Spain,Female,39,140094.59,1
8061,477,Spain,Male,31,0.0,0
8062,663,Germany,Female,46,95439.4,1
8063,549,Germany,Male,34,204017.4,0
8064,714,Spain,Male,29,0.0,0
8065,430,Germany,Male,49,137115.16,1
8066,504,Germany,Male,43,134740.19,0
8067,530,France,Female,29,0.0,0
8068,619,Germany,Male,29,98955.87,0
8069,617,Germany,Male,44,49157.09,0
8070,791,Germany,Male,31,130240.33,0
8071,609,France,Male,48,108019.27,1
8072,780,Germany,Male,51,126725.25,1
8073,777,Germany,Female,34,96693.66,0
8074,817,Germany,Female,27,129810.6,0
8075,850,France,Male,58,156652.13,1
8076,732,France,Female,36,0.0,1
8077,693,France,Male,40,130661.96,0
8078,576,France,Female,50,0.0,0
8079,643,France,Male,37,0.0,0
8080,757,France,Male,47,130747.1,0
8081,569,Germany,Male,30,106629.49,0
8082,772,Spain,Male,36,112029.83,0
8083,576,Germany,Male,29,130575.26,0
8084,608,Germany,Male,28,96679.71,0
8085,794,France,Male,33,0.0,0
8086,593,France,Male,50,171740.69,0
8087,597,Spain,Male,38,0.0,0
8088,541,Germany,Female,39,100116.67,1
8089,692,Germany,Male,24,120596.93,0
8090,697,France,Female,48,0.0,0
8091,768,France,Male,29,95984.69,0
8092,802,France,Male,38,142557.11,0
8093,584,France,Male,47,0.0,0
8094,614,Spain,Male,66,0.0,0
8095,850,Germany,Female,36,143644.16,1
8096,671,France,Female,38,132129.72,0
8097,626,France,Female,52,0.0,1
8098,770,France,Female,68,183555.24,1
8099,633,France,Male,38,91902.56,0
8100,663,France,Male,40,156218.19,0
8101,581,Germany,Female,43,93259.57,1
8102,561,Germany,Female,45,168085.38,0
8103,479,Germany,Male,51,107714.74,1
8104,769,France,Female,31,117852.26,0
8105,659,Spain,Male,60,0.0,1
8106,590,Spain,Female,51,84474.62,0
8107,560,France,Male,50,0.0,0
8108,437,Germany,Male,35,126803.34,0
8109,661,France,Female,34,0.0,0
8110,677,Germany,Female,36,68806.84,0
8111,560,France,Female,31,115141.18,0
8112,578,France,Female,35,0.0,0
8113,421,Spain,Male,34,90723.36,0
8114,492,Germany,Female,49,151249.45,0
8115,545,France,Female,32,0.0,0
8116,640,Germany,Female,43,94752.49,1
8117,624,Spain,Female,34,0.0,1
8118,577,Spain,Male,28,0.0,0
8119,704,France,Male,31,132084.66,1
8120,523,France,Male,45,0.0,0
8121,793,France,Male,35,0.0,0
8122,564,France,Female,53,45472.28,1
8123,711,France,Male,33,0.0,0
8124,791,Germany,Female,33,130229.71,1
8125,629,Germany,Female,38,123948.85,0
8126,729,Germany,Male,39,127415.85,1
8127,651,Germany,Male,35,110067.71,1
8128,695,Spain,Male,39,65521.2,0
8129,847,Spain,Male,31,0.0,0
8130,704,France,Male,47,0.0,0
8131,613,Germany,Male,33,155736.42,0
8132,692,Spain,Female,29,0.0,0
8133,720,France,Female,34,118307.57,0
8134,577,France,Male,41,0.0,0
8135,710,Germany,Female,24,103099.17,0
8136,716,France,Female,38,0.0,0
8137,410,France,Male,33,125789.69,1
8138,584,Germany,Female,36,109646.83,0
8139,792,France,Male,30,127187.86,0
8140,605,France,Female,36,0.0,0
8141,486,Spain,Male,24,0.0,0
8142,615,France,Male,41,130385.82,0
8143,676,France,Male,23,107787.47,0
8144,571,France,Male,34,99325.04,0
8145,850,France,Female,37,0.0,0
8146,717,France,Male,48,123764.95,0
8147,642,Germany,Female,39,128264.03,1
8148,780,Spain,Male,47,86006.21,0
8149,492,Germany,Female,38,57068.43,0
8150,760,Germany,Male,29,103607.24,0
8151,500,Spain,Male,40,99004.24,0
8152,654,Spain,Female,36,0.0,0
8153,606,Spain,Female,25,147386.72,1
8154,367,Spain,Male,42,93608.28,1
8155,799,Spain,Male,38,0.0,0
8156,434,Germany,Male,71,119496.87,0
8157,719,Spain,Female,32,0.0,0
8158,641,France,Female,37,0.0,0
8159,461,Spain,Female,25,0.0,0
8160,790,Germany,Female,25,152885.77,0
8161,588,France,Male,31,99607.37,0
8162,621,France,Male,27,137003.68,0
8163,768,Germany,Male,48,122831.58,1
8164,681,Spain,Male,38,99811.44,0
8165,606,Spain,Male,37,154712.58,0
8166,542,Spain,Male,37,0.0,0
8167,713,Germany,Female,24,147687.24,0
8168,597,Spain,Female,33,0.0,0
8169,635,France,Male,27,127009.83,0
8170,599,Germany,Male,61,124737.96,1
8171,496,Spain,Female,44,179356.28,1
8172,759,Spain,Male,31,0.0,0
8173,757,Germany,Male,31,127320.36,0
8174,564,Spain,Male,31,125175.58,0
8175,561,France,Female,22,186788.96,0
8176,702,France,Male,40,148556.74,0
8177,678,Germany,Female,40,128644.46,0
8178,707,France,Female,46,127476.73,0
8179,610,France,Female,27,159561.93,0
8180,744,France,Male,42,112419.92,0
8181,598,France,Male,28,129991.76,0
8182,562,Spain,Male,36,0.0,0
8183,621,Spain,Female,59,0.0,0
8184,659,France,Female,50,0.0,1
8185,722,Germany,Female,40,89175.06,0
8186,606,France,Female,39,0.0,1
8187,603,Spain,Female,39,162390.52,0
8188,506,Germany,Female,59,190353.08,0
8189,715,France,Male,21,0.0,0
8190,690,France,Male,47,0.0,0
8191,644,France,Female,40,139180.97,0
8192,589,France,Male,36,114435.47,0
8193,592,France,Female,66,149950.19,0
8194,632,France,Male,42,126115.6,0
8195,577,Germany,Female,59,111396.97,0
8196,588,France,Male,30,115007.08,0
8197,617,France,Male,54,102141.9,0
8198,668,Spain,Female,36,133686.52,1
8199,810,France,Male,32,120879.73,0
8200,767,Spain,Male,47,0.0,1
8201,718,Spain,Female,49,82321.88,0
8202,589,Spain,Female,27,0.0,0
8203,778,Spain,Male,33,116474.28,0
8204,724,France,Female,34,132352.69,0
8205,477,Germany,Female,39,182491.57,0
8206,580,France,Male,34,0.0,0
8207,566,Spain,Male,63,120787.18,0
8208,711,France,Female,29,130181.47,0
8209,706,Germany,Male,32,88348.43,0
8210,703,Spain,Male,31,0.0,0
8211,679,Germany,Male,39,146186.28,0
8212,603,France,Male,32,0.0,1
8213,598,Spain,Male,34,104488.17,0
8214,836,Germany,Female,32,109196.67,0
8215,687,France,Female,61,80538.56,1
8216,704,Germany,Male,41,109026.8,0
8217,605,Germany,Male,75,61319.63,0
8218,516,France,Female,40,0.0,0
8219,572,France,Female,39,0.0,0
8220,557,France,Male,42,177822.03,1
8221,443,Germany,Male,59,110939.3,1
8222,604,Germany,Male,25,165413.43,0
8223,483,France,Male,27,77805.66,0
8224,702,France,Male,50,0.0,0
8225,670,Spain,Female,57,175575.95,1
8226,804,Spain,Female,38,124197.22,0
8227,850,France,Female,30,0.0,0
8228,554,France,Female,39,160132.75,0
8229,588,Germany,Female,37,70258.88,0
8230,758,Germany,Male,32,162657.64,0
8231,787,Germany,Male,43,132217.45,1
8232,582,Spain,Male,25,148042.97,0
8233,633,Spain,Female,33,92855.02,0
8234,766,Germany,Male,47,129289.98,1
8235,564,Spain,Male,37,100252.18,0
8236,602,Spain,Male,37,107592.89,0
8237,649,France,Male,39,113096.41,0
8238,679,Spain,Female,40,0.0,0
8239,639,Spain,Male,34,149940.04,0
8240,790,Germany,Male,50,121438.58,1
8241,565,France,Male,32,0.0,0
8242,478,France,Female,50,0.0,1
8243,825,France,Male,29,148874.01,0
8244,528,Spain,Female,32,68138.37,0
8245,577,Spain,Male,35,110080.3,0
8246,663,France,Male,24,0.0,0
8247,505,Germany,Female,25,114268.85,0
8248,633,Germany,Male,29,117412.35,0
8249,586,France,Female,38,0.0,0
8250,850,France,Female,35,0.0,0
8251,629,Germany,Female,37,35549.81,0
8252,744,France,Male,56,0.0,0
8253,750,France,Male,36,136492.92,1
8254,637,Germany,Male,28,123675.69,0
8255,575,France,Female,40,139532.34,0
8256,671,Spain,Male,58,178713.98,0
8257,571,France,Male,40,0.0,0
8258,590,France,Male,41,89086.31,0
8259,619,Spain,Male,38,96143.47,0
8260,640,Germany,Female,30,32197.64,0
8261,670,France,Male,38,0.0,0
8262,737,France,Female,33,0.0,0
8263,555,Spain,Male,32,0.0,0
8264,742,France,Male,33,0.0,0
8265,618,Germany,Female,40,140306.38,1
8266,560,France,Female,35,0.0,0
8267,654,France,Male,38,0.0,0
8268,787,Germany,Female,42,74483.97,0
8269,611,France,Female,53,0.0,1
8270,559,Spain,Male,34,0.0,0
8271,481,France,Male,37,152303.66,0
8272,753,Germany,Male,32,159904.79,0
8273,675,France,Male,32,0.0,0
8274,748,Germany,Female,31,99557.94,0
8275,610,Spain,Female,46,116886.59,0
8276,580,Spain,Male,32,142188.2,0
8277,624,Germany,Female,40,149961.99,0
8278,709,France,Female,36,0.0,0
8279,605,France,Female,34,0.0,0
8280,706,Spain,Male,53,0.0,0
8281,567,Spain,Male,40,28649.64,0
8282,747,France,Female,21,81025.6,0
8283,664,France,Male,57,0.0,0
8284,711,France,Female,39,152462.79,0
8285,609,France,Male,25,0.0,0
8286,632,Spain,Male,28,155519.59,0
8287,725,France,Female,36,118851.05,0
8288,850,France,Female,34,92899.27,0
8289,682,France,Male,40,0.0,0
8290,797,France,Male,37,75263.7,0
8291,668,Spain,Male,38,147904.31,0
8292,783,Germany,Female,41,106640.5,0
8293,766,Germany,Female,28,90696.78,0
8294,704,Spain,Female,36,175509.8,0
8295,722,France,Male,40,0.0,0
8296,692,France,Female,34,0.0,0
8297,584,France,Female,35,114321.28,0
8298,644,Germany,Female,51,95560.04,1
8299,598,Germany,Female,50,88379.81,1
8300,733,Germany,Male,48,85915.52,0
8301,615,Germany,Male,58,72309.3,1
8302,850,France,Female,39,0.0,0
8303,521,France,Male,43,0.0,0
8304,675,France,Male,69,0.0,0
8305,746,France,Male,58,0.0,1
8306,770,France,Female,33,0.0,1
8307,618,France,Male,30,133844.22,0
8308,556,France,Male,36,154872.08,0
8309,749,France,Female,27,0.0,0
8310,702,Spain,Male,43,116121.67,0
8311,555,Germany,Male,42,107104.5,1
8312,587,France,Male,47,71026.77,0
8313,639,France,Male,38,0.0,0
8314,643,France,Male,33,0.0,0
8315,600,France,Female,41,0.0,0
8316,651,France,Male,53,0.0,0
8317,666,France,Female,27,0.0,0
8318,520,France,Female,39,145644.05,0
8319,650,Spain,Female,50,129667.77,0
8320,564,Germany,Male,33,109341.87,0
8321,586,France,Male,64,0.0,0
8322,617,France,Female,35,0.0,0
8323,712,Spain,Female,30,0.0,0
8324,654,France,Male,55,87485.67,0
8325,605,France,Male,27,0.0,0
8326,491,France,Female,36,53369.13,0
8327,707,France,Female,35,0.0,0
8328,638,Spain,Male,34,146679.77,0
8329,683,France,Male,43,112499.42,0
8330,815,Spain,Female,38,48387.0,0
8331,645,Spain,Male,38,68079.8,0
8332,645,Germany,Male,49,160133.88,0
8333,683,France,Male,30,66190.33,0
8334,705,France,Female,37,0.0,1
8335,647,France,Male,35,123761.68,0
8336,786,Germany,Female,33,122325.58,1
8337,534,France,Male,41,0.0,0
8338,602,Spain,Female,42,138912.17,0
8339,695,France,Female,42,0.0,0
8340,553,Germany,Female,25,128524.19,0
8341,516,Spain,Female,31,0.0,0
8342,655,France,Female,34,0.0,0
8343,849,Germany,Female,49,132934.89,1
8344,520,Germany,Male,43,150805.17,1
8345,568,Spain,Female,46,0.0,0
8346,695,Spain,Male,32,0.0,0
8347,807,Spain,Female,28,165969.26,1
8348,642,Germany,Female,36,124495.98,1
8349,703,Germany,Male,39,141559.5,1
8350,556,France,Male,38,114756.14,0
8351,585,France,Female,30,0.0,0
8352,587,Germany,Female,49,155393.98,1
8353,524,Spain,Female,32,0.0,1
8354,556,Germany,Female,31,128663.81,0
8355,504,Spain,Male,44,113522.64,0
8356,731,Spain,Female,26,0.0,0
8357,651,France,Male,34,0.0,0
8358,675,Spain,Female,40,79035.95,1
8359,657,Spain,Female,22,0.0,1
8360,686,Germany,Male,33,141918.09,0
8361,690,France,Female,35,107944.33,0
8362,567,France,Male,36,0.0,0
8363,557,Germany,Male,57,120043.13,1
8364,446,Spain,Female,45,125191.69,1
8365,850,France,Male,31,96399.31,0
8366,637,France,Male,41,0.0,0
8367,499,France,Male,60,76961.6,0
8368,622,Germany,Female,34,98675.74,1
8369,684,Germany,Male,37,126817.13,1
8370,612,France,Male,32,121394.42,0
8371,813,Germany,Female,29,106059.4,1
8372,850,Germany,Male,44,112755.34,0
8373,795,Spain,Male,29,0.0,0
8374,628,Spain,Female,55,0.0,1
8375,565,Germany,Female,38,145400.69,0
8376,601,France,Male,39,72647.64,1
8377,802,Spain,Male,40,0.0,0
8378,614,Germany,Female,37,96340.81,1
8379,434,Spain,Male,55,0.0,1
8380,522,Germany,Male,32,124450.36,0
8381,550,Germany,Male,36,113877.23,0
8382,599,Spain,Male,25,0.0,0
8383,493,France,Female,36,148667.81,0
8384,755,France,Male,34,0.0,0
8385,605,France,Female,62,111065.93,0
8386,708,France,Male,41,0.0,0
8387,699,France,Male,44,158697.61,0
8388,763,France,Female,53,0.0,1
8389,743,Spain,Male,25,0.0,0
8390,660,France,Female,48,90044.32,1
8391,619,Germany,Male,38,84651.79,0
8392,739,Germany,Male,32,102128.27,1
8393,769,Germany,Male,60,148846.39,1
8394,692,France,Male,69,154953.94,0
8395,560,France,Female,30,108883.29,0
8396,607,France,Female,48,112070.86,1
8397,630,Germany,Male,29,131354.39,1
8398,767,Germany,Female,45,132746.2,1
8399,543,France,Female,34,0.0,0
8400,776,France,Male,39,125211.55,0
8401,535,Spain,Male,58,0.0,1
8402,549,Germany,Male,36,139422.37,1
8403,844,France,Female,28,0.0,0
8404,586,Germany,Female,47,157099.47,0
8405,583,France,Male,40,0.0,0
8406,701,Spain,Male,26,83600.24,0
8407,726,France,Male,28,0.0,0
8408,829,Germany,Male,36,81795.74,0
8409,749,Spain,Male,38,129378.32,0
8410,743,France,Female,46,0.0,0
8411,619,Spain,Female,56,0.0,0
8412,699,France,Male,22,99339.0,1
8413,749,Spain,Male,36,0.0,0
8414,600,Germany,Female,29,74430.1,0
8415,760,Spain,Male,38,91241.85,0
8416,528,Germany,Male,32,99092.45,0
8417,630,France,Female,26,0.0,0
8418,683,Germany,Female,39,100062.16,0
8419,677,Germany,Female,26,98723.67,0
8420,669,Spain,Male,29,0.0,0
8421,693,France,Male,43,128760.32,0
8422,612,Spain,Female,52,144772.69,1
8423,719,Spain,Male,44,0.0,1
8424,702,France,Male,26,71281.29,1
8425,755,France,Male,29,117035.89,0
8426,514,France,Male,26,0.0,0
8427,753,France,Female,40,3768.69,1
8428,548,Germany,Female,36,108913.84,0
8429,850,Germany,Male,28,101100.22,0
8430,612,France,Female,38,110615.47,0
8431,628,Germany,Male,33,152143.89,0
8432,479,France,Male,47,121797.09,1
8433,724,France,Female,41,109798.25,0
8434,512,Germany,Male,41,122403.24,1
8435,638,France,Female,43,145860.98,1
8436,834,Spain,Male,40,0.0,0
8437,781,France,Male,29,0.0,0
8438,707,Germany,Female,48,105086.74,1
8439,670,France,Male,22,114991.45,0
8440,663,Spain,Female,33,96769.04,0
8441,624,France,Female,23,0.0,0
8442,598,France,Female,34,0.0,0
8443,619,Germany,Male,23,132725.1,0
8444,792,France,Female,70,0.0,0
8445,683,France,Female,26,0.0,0
8446,691,France,Female,33,0.0,0
